[['13', '28'], ['14', '28']]	True
[['72', '81'], ['82', '91']]	False
[['4', '4'], ['6', '95']]	False
[['47', '49'], ['48', '59']]	False
[['26', '36'], ['37', '76']]	False
[['2', '99'], ['98', '99']]	True
[['19', '35'], ['26', '36']]	False
[['13', '84'], ['85', '85']]	False
[['14', '94'], ['15', '95']]	False
[['16', '27'], ['26', '89']]	False
[['29', '88'], ['84', '89']]	False
[['1', '60'], ['2', '61']]	False
[['2', '81'], ['80', '92']]	False
[['19', '36'], ['35', '47']]	False
[['68', '70'], ['69', '86']]	False
[['12', '92'], ['59', '97']]	False
[['12', '49'], ['56', '65']]	False
[['18', '18'], ['18', '55']]	True
[['7', '98'], ['7', '98']]	True
[['32', '93'], ['61', '94']]	False
[['2', '96'], ['88', '98']]	False
[['39', '39'], ['44', '84']]	False
[['62', '62'], ['62', '83']]	True
[['7', '30'], ['8', '60']]	False
[['46', '64'], ['47', '90']]	False
[['21', '41'], ['22', '73']]	False
[['14', '14'], ['15', '78']]	False
[['52', '72'], ['53', '98']]	False
[['68', '84'], ['83', '85']]	False
[['61', '73'], ['63', '74']]	False
[['8', '9'], ['9', '94']]	False
[['46', '98'], ['5', '97']]	False
[['3', '94'], ['35', '99']]	False
[['67', '83'], ['68', '95']]	False
[['41', '55'], ['56', '56']]	False
[['10', '90'], ['9', '11']]	False
[['14', '47'], ['14', '48']]	False
[['57', '65'], ['64', '93']]	False
[['33', '50'], ['33', '51']]	False
[['13', '16'], ['15', '79']]	False
[['38', '41'], ['39', '42']]	False
[['1', '15'], ['6', '16']]	False
[['6', '96'], ['81', '98']]	False
[['32', '42'], ['35', '43']]	False
[['20', '52'], ['9', '51']]	False
[['5', '67'], ['66', '68']]	False
[['2', '55'], ['56', '56']]	False
[['13', '59'], ['14', '60']]	False
[['10', '86'], ['9', '86']]	True
[['4', '45'], ['5', '46']]	False
[['75', '79'], ['76', '80']]	False
[['1', '97'], ['1', '98']]	False
[['15', '45'], ['23', '48']]	False
[['20', '99'], ['8', '21']]	False
[['20', '68'], ['21', '86']]	False
[['21', '28'], ['22', '27']]	True
[['15', '26'], ['25', '42']]	False
[['5', '88'], ['98', '99']]	False
[['14', '34'], ['5', '56']]	True
[['33', '99'], ['98', '99']]	True
[['2', '84'], ['83', '98']]	False
[['42', '67'], ['43', '69']]	False
[['3', '3'], ['3', '62']]	True
[['72', '83'], ['74', '84']]	False
[['10', '12'], ['11', '91']]	False
[['19', '74'], ['53', '75']]	False
[['10', '98'], ['9', '99']]	True
[['29', '30'], ['30', '96']]	False
[['32', '68'], ['67', '83']]	False
[['24', '33'], ['32', '92']]	False
[['29', '60'], ['30', '61']]	False
[['12', '19'], ['14', '39']]	False
[['34', '96'], ['95', '97']]	False
[['14', '89'], ['15', '18']]	True
[['44', '50'], ['45', '53']]	False
[['2', '78'], ['78', '81']]	False
[['7', '89'], ['71', '90']]	False
[['27', '44'], ['5', '36']]	False
[['2', '95'], ['9', '96']]	False
[['3', '98'], ['4', '63']]	True
[['10', '57'], ['9', '56']]	False
[['41', '60'], ['42', '91']]	False
[['30', '75'], ['82', '99']]	False
[['56', '98'], ['99', '99']]	False
[['45', '46'], ['7', '45']]	False
[['31', '89'], ['32', '95']]	False
[['2', '97'], ['99', '99']]	False
[['24', '98'], ['60', '98']]	True
[['2', '69'], ['70', '86']]	False
[['7', '98'], ['74', '97']]	True
[['4', '68'], ['5', '63']]	True
[['27', '65'], ['7', '83']]	True
[['1', '74'], ['62', '76']]	False
[['24', '65'], ['25', '78']]	False
[['15', '98'], ['20', '95']]	True
[['49', '82'], ['8', '50']]	False
[['20', '98'], ['98', '99']]	False
[['3', '89'], ['6', '90']]	False
[['66', '85'], ['66', '86']]	True
[['63', '63'], ['64', '96']]	False
[['1', '81'], ['3', '19']]	True
[['7', '94'], ['93', '95']]	False
[['45', '88'], ['95', '96']]	False
[['11', '83'], ['7', '12']]	False
[['34', '71'], ['35', '70']]	True
[['2', '2'], ['3', '98']]	False
[['40', '42'], ['41', '92']]	False
[['1', '1'], ['2', '94']]	False
[['75', '97'], ['78', '96']]	True
[['46', '68'], ['68', '91']]	False
[['33', '48'], ['34', '35']]	True
[['68', '95'], ['97', '97']]	False
[['31', '72'], ['73', '73']]	False
[['17', '60'], ['18', '61']]	False
[['8', '95'], ['9', '96']]	False
[['29', '67'], ['9', '64']]	False
[['32', '82'], ['68', '70']]	True
[['34', '65'], ['34', '66']]	True
[['48', '97'], ['96', '96']]	True
[['3', '48'], ['4', '81']]	False
[['12', '80'], ['8', '13']]	False
[['10', '33'], ['11', '34']]	False
[['20', '54'], ['31', '74']]	False
[['46', '67'], ['47', '97']]	False
[['42', '99'], ['43', '98']]	True
[['50', '74'], ['75', '75']]	False
[['2', '5'], ['6', '95']]	False
[['2', '96'], ['3', '95']]	True
[['15', '60'], ['45', '61']]	False
[['7', '52'], ['7', '52']]	True
[['16', '76'], ['17', '77']]	False
[['37', '95'], ['38', '94']]	True
[['59', '76'], ['75', '76']]	True
[['26', '80'], ['79', '90']]	False
[['25', '60'], ['60', '92']]	False
[['37', '76'], ['75', '77']]	False
[['56', '91'], ['57', '92']]	False
[['25', '68'], ['67', '76']]	False
[['2', '92'], ['94', '98']]	False
[['1', '3'], ['2', '94']]	False
[['2', '24'], ['3', '84']]	False
[['58', '93'], ['92', '94']]	False
[['38', '97'], ['38', '99']]	True
[['31', '33'], ['32', '95']]	False
[['23', '28'], ['27', '47']]	False
[['61', '72'], ['73', '90']]	False
[['60', '60'], ['61', '94']]	False
[['12', '51'], ['2', '51']]	True
[['37', '85'], ['40', '86']]	False
[['17', '97'], ['98', '98']]	False
[['1', '1'], ['5', '99']]	False
[['15', '75'], ['6', '16']]	False
[['57', '94'], ['93', '94']]	True
[['77', '91'], ['78', '96']]	False
[['27', '28'], ['28', '77']]	False
[['61', '96'], ['95', '97']]	False
